    0.10880E-04    0.29997E+02
    0.11249E-04    0.30975E+02
    0.11630E-04    0.31985E+02
    0.12024E-04    0.33028E+02
    0.12432E-04    0.34104E+02
    0.12853E-04    0.35216E+02
    0.13289E-04    0.36364E+02
    0.13739E-04    0.37550E+02
    0.14205E-04    0.38774E+02
    0.14686E-04    0.40038E+02
    0.15184E-04    0.41343E+02
    0.15699E-04    0.42691E+02
    0.16231E-04    0.44082E+02
    0.16781E-04    0.45520E+02
    0.17350E-04    0.47003E+02
    0.17938E-04    0.48536E+02
    0.18546E-04    0.50118E+02
    0.19175E-04    0.51752E+02
    0.19825E-04    0.53439E+02
    0.20497E-04    0.55181E+02
    0.21191E-04    0.56980E+02
    0.21910E-04    0.58837E+02
    0.22652E-04    0.60755E+02
    0.23420E-04    0.62736E+02
    0.24214E-04    0.64781E+02
    0.25035E-04    0.66893E+02
    0.25883E-04    0.69074E+02
    0.26760E-04    0.71325E+02
    0.27667E-04    0.73651E+02
    0.28605E-04    0.76051E+02
    0.29575E-04    0.78531E+02
    0.30577E-04    0.81091E+02
    0.31614E-04    0.83734E+02
    0.32685E-04    0.86464E+02
    0.33793E-04    0.89282E+02
    0.34938E-04    0.92193E+02
    0.36123E-04    0.95198E+02
    0.37347E-04    0.98301E+02
    0.38613E-04    0.10151E+03
    0.39922E-04    0.10481E+03
    0.41275E-04    0.10823E+03
    0.42674E-04    0.11176E+03
    0.44120E-04    0.11540E+03
    0.45616E-04    0.11916E+03
    0.47162E-04    0.12305E+03
    0.48761E-04    0.12706E+03
    0.50413E-04    0.13120E+03
    0.52122E-04    0.13548E+03
    0.53889E-04    0.13989E+03
    0.55715E-04    0.14445E+03
    0.57604E-04    0.14916E+03
    0.59556E-04    0.15402E+03
    0.61575E-04    0.15904E+03
    0.63662E-04    0.16423E+03
    0.65820E-04    0.16958E+03
    0.68051E-04    0.17511E+03
    0.70357E-04    0.18082E+03
    0.72742E-04    0.18671E+03
    0.75208E-04    0.19279E+03
    0.77757E-04    0.19908E+03
    0.80393E-04    0.20556E+03
    0.83118E-04    0.21226E+03
    0.85935E-04    0.21918E+03
    0.88848E-04    0.22632E+03
    0.91859E-04    0.23370E+03
    0.94973E-04    0.24131E+03
    0.98192E-04    0.24918E+03
    0.10152E-03    0.25730E+03
    0.10496E-03    0.26568E+03
    0.10852E-03    0.27434E+03
    0.11220E-03    0.28327E+03
    0.11600E-03    0.29250E+03
    0.11993E-03    0.30203E+03
    0.12400E-03    0.31187E+03
    0.12820E-03    0.32203E+03
    0.13255E-03    0.33252E+03
    0.13704E-03    0.34335E+03
    0.14168E-03    0.35453E+03
    0.14648E-03    0.36608E+03
    0.15145E-03    0.37800E+03
    0.15658E-03    0.39031E+03
    0.16189E-03    0.40302E+03
    0.16738E-03    0.41614E+03
    0.17305E-03    0.42969E+03
    0.17892E-03    0.44367E+03
    0.18498E-03    0.45812E+03
    0.19125E-03    0.47302E+03
    0.19773E-03    0.48842E+03
    0.20444E-03    0.50431E+03
    0.21137E-03    0.52072E+03
    0.21853E-03    0.53765E+03
    0.22594E-03    0.55514E+03
    0.23360E-03    0.57319E+03
    0.24151E-03    0.59183E+03
    0.24970E-03    0.61107E+03
    0.25816E-03    0.63092E+03
    0.26691E-03    0.65143E+03
    0.27596E-03    0.67259E+03
    0.28531E-03    0.69443E+03
    0.29498E-03    0.71698E+03
    0.30498E-03    0.74026E+03
    0.31532E-03    0.76428E+03
    0.32601E-03    0.78908E+03
    0.33706E-03    0.81467E+03
    0.34848E-03    0.84108E+03
    0.36029E-03    0.86834E+03
    0.37251E-03    0.89647E+03
    0.38513E-03    0.92551E+03
    0.39819E-03    0.95547E+03
    0.41168E-03    0.98638E+03
    0.42564E-03    0.10183E+04
    0.44006E-03    0.10512E+04
    0.45498E-03    0.10852E+04
    0.47040E-03    0.11202E+04
    0.48635E-03    0.11563E+04
    0.50283E-03    0.11936E+04
    0.51988E-03    0.12321E+04
    0.53750E-03    0.12718E+04
    0.55572E-03    0.13127E+04
    0.57455E-03    0.13549E+04
    0.59403E-03    0.13984E+04
    0.61416E-03    0.14433E+04
    0.63498E-03    0.14896E+04
    0.65650E-03    0.15373E+04
    0.67875E-03    0.15865E+04
    0.70176E-03    0.16373E+04
    0.72554E-03    0.16896E+04
    0.75014E-03    0.17434E+04
    0.77556E-03    0.17990E+04
    0.80185E-03    0.18562E+04
    0.82903E-03    0.19152E+04
    0.85713E-03    0.19760E+04
    0.88618E-03    0.20386E+04
    0.91622E-03    0.21030E+04
    0.94727E-03    0.21694E+04
    0.97938E-03    0.22378E+04
    0.10126E-02    0.23083E+04
    0.10469E-02    0.23808E+04
    0.10824E-02    0.24554E+04
    0.11191E-02    0.25322E+04
    0.11570E-02    0.26113E+04
    0.11962E-02    0.26926E+04
    0.12368E-02    0.27763E+04
    0.12787E-02    0.28624E+04
    0.13220E-02    0.29509E+04
    0.13668E-02    0.30419E+04
    0.14132E-02    0.31355E+04
    0.14611E-02    0.32316E+04
    0.15106E-02    0.33305E+04
    0.15618E-02    0.34320E+04
    0.16147E-02    0.35363E+04
    0.16695E-02    0.36433E+04
    0.17260E-02    0.37533E+04
    0.17846E-02    0.38661E+04
    0.18450E-02    0.39818E+04
    0.19076E-02    0.41006E+04
    0.19722E-02    0.42224E+04
    0.20391E-02    0.43472E+04
    0.21082E-02    0.44751E+04
    0.21797E-02    0.46062E+04
    0.22535E-02    0.47404E+04
    0.23299E-02    0.48779E+04
    0.24089E-02    0.50185E+04
    0.24905E-02    0.51624E+04
    0.25750E-02    0.53096E+04
    0.26622E-02    0.54600E+04
    0.27525E-02    0.56137E+04
    0.28458E-02    0.57707E+04
    0.29422E-02    0.59309E+04
    0.30420E-02    0.60945E+04
    0.31451E-02    0.62612E+04
    0.32517E-02    0.64312E+04
